Match Name,teamA_name,teamB_name,year,teamA_won,predicted,probability_teamA,correct,teamA_kills,teamB_kills,teamA_acs,teamB_acs,teamA_rating,teamB_rating,teamA_kd,teamB_kd,diff_kills,diff_acs,diff_kd,resultado_real,resultado_predicho,prediccion_correcta,confianza
Team Sloniki vs Born to win,Born to win,Team Sloniki,2021,1,1,0.9999368632288306,1,154.0,97.0,237.4,159.6,1.294,0.638,1.5876288659793814,0.6298701298701299,57.0,77.80000000000001,0.9577587361092514,Team A ganó,Team A ganó,Correcta,0.9998737264576611
ECM FCG eSports vs Alliance,Alliance,ECM FCG eSports,2021,1,1,0.9999818903714046,1,151.0,83.0,249.6,152.6,,,1.819277108433735,0.5496688741721855,68.0,97.0,1.2696082342615496,Team A ganó,Team A ganó,Correcta,0.9999637807428092
feelmyhack vs BibleThump,BibleThump,feelmyhack,2021,0,0,0.00024691317460057984,1,155.0,217.0,164.6,221.4,0.728,1.254,0.7142857142857143,1.4,-62.0,-56.80000000000001,-0.6857142857142856,Team B ganó,Team B ganó,Correcta,0.9995061736507989
Fire Flux Esports vs FUT Esports,FUT Esports,Fire Flux Esports,2022,1,0,0.4938179188188205,0,246.0,245.0,193.4,198.8,0.942,1.04,1.0040816326530613,0.9959349593495935,1.0,-5.400000000000006,0.008146673303467744,Team A ganó,Team B ganó,Incorrecta,0.012364162362359044
INFINITY vs Ryze Gaming,INFINITY,Ryze Gaming,2022,1,1,0.9146839611568491,1,172.0,152.0,219.2,199.0,1.06,0.97,1.131578947368421,0.8837209302325582,20.0,20.19999999999999,0.24785801713586286,Team A ganó,Team A ganó,Correcta,0.8293679223136983
Rhyno Esports vs headzots,Rhyno Esports,headzots,2021,1,1,0.8273392416310943,1,237.0,217.0,221.6,209.0,1.026,0.9280000000000002,1.0921658986175116,0.9156118143459916,20.0,12.599999999999994,0.17655408427151997,Team A ganó,Team A ganó,Correcta,0.6546784832621886
NOMADEN Blu vs AyamJago,AyamJago,NOMADEN Blu,2022,0,0,0.04428469813454576,1,136.0,158.0,197.4,226.8,0.8560000000000001,1.1320000000000001,0.8607594936708861,1.161764705882353,-22.0,-29.400000000000006,-0.3010052122114669,Team B ganó,Team B ganó,Correcta,0.9114306037309085
Team Rocket vs Run it Down,Run it Down,Team Rocket,2022,1,1,0.8825952575792565,1,166.0,153.0,209.2,192.4,1.0699999999999998,0.9400000000000001,1.0849673202614378,0.9216867469879518,13.0,16.799999999999983,0.163280573273486,Team A ganó,Team A ganó,Correcta,0.765190515158513
Griffin E-Sports vs CBT Gaming,CBT Gaming,Griffin E-Sports,2021,1,1,0.9957896210502544,1,153.0,119.0,223.8,177.2,1.206,0.764,1.275,0.7777777777777778,34.0,46.60000000000002,0.4972222222222221,Team A ganó,Team A ganó,Correcta,0.9915792421005087
Movistar Riders vs REPLY TOTEM,Movistar Riders,REPLY TOTEM,2021,1,1,0.9912353420004245,1,159.0,123.0,225.8,197.6,,,1.282258064516129,0.7735849056603774,36.0,28.200000000000017,0.5086731588557516,Team A ganó,Team A ganó,Correcta,0.982470684000849
tropa da realeza vs ORN FC Esports,ORN FC Esports,tropa da realeza,2022,0,1,0.5266279808773492,0,270.0,264.0,212.8,203.2,0.9960000000000001,0.9800000000000001,1.0227272727272727,0.9777777777777777,6.0,9.600000000000023,0.04494949494949496,Team B ganó,Team A ganó,Incorrecta,0.05325596175469838
Stream Raiders Nacague vs Nexplay Evos,Nexplay Evos,Stream Raiders Nacague,2022,0,0,0.00429261080673317,1,123.0,153.0,194.4,231.8,0.806,1.19,0.803921568627451,1.2338709677419355,-30.0,-37.400000000000006,-0.4299493991144845,Team B ganó,Team B ganó,Correcta,0.9914147783865337
1280x960 vs SMARACIS eSports,1280x960,SMARACIS eSports,2021,0,0,0.20093278619257673,1,236.0,251.0,199.6,210.0,0.922,1.028,0.9402390438247012,1.0635593220338984,-15.0,-10.400000000000006,-0.12332027820919711,Team B ganó,Team B ganó,Correcta,0.5981344276148466
brown gunday vs Orangutan,Orangutan,brown gunday,2022,1,1,0.9998191760118992,1,146.0,99.0,232.8,180.6,1.2120000000000002,0.754,1.4747474747474747,0.678082191780822,47.0,52.20000000000002,0.7966652829666527,Team A ganó,Team A ganó,Correcta,0.9996383520237984
Straight Outta Retirement vs Valorando,Straight Outta Retirement,Valorando,2022,0,0,0.38702644191157154,1,213.0,218.0,195.6,193.2,1.042,0.968,0.9770642201834863,1.0234741784037558,-5.0,2.4000000000000057,-0.0464099582202695,Team B ganó,Team B ganó,Correcta,0.22594711617685692
Karagümrük Esports vs HS Rising,HS Rising,Karagümrük Esports,2022,0,0,4.947331274634155e-08,1,78.0,142.0,152.4,233.8,0.658,1.3699999999999999,0.5492957746478874,1.8205128205128205,-64.0,-81.4,-1.2712170458649332,Team B ganó,Team B ganó,Correcta,0.9999999010533746
Bilibili Gaming vs Rex Regum Qeon,Bilibili Gaming,Rex Regum Qeon,2025,0,0,0.05222426275843542,1,182.0,205.0,180.8,198.4,0.826,0.938,0.8878048780487805,1.1263736263736264,-23.0,-17.599999999999994,-0.23856874832484587,Team B ganó,Team B ganó,Correcta,0.8955514744831292
Ghost Gaming vs Neutralize Reborn,Ghost Gaming,Neutralize Reborn,2021,1,1,0.999999475060277,1,139.0,72.0,251.4,150.0,1.388,0.5519999999999999,1.9305555555555556,0.5179856115107914,67.0,101.4,1.412569944044764,Team A ganó,Team A ganó,Correcta,0.999998950120554
ATROPELADOS vs Optix,ATROPELADOS,Optix,2021,1,1,0.9977996880315652,1,173.0,126.0,231.2,180.6,1.134,0.836,1.373015873015873,0.7283236994219653,47.0,50.599999999999994,0.6446921735939077,Team A ganó,Team A ganó,Correcta,0.9955993760631303
TNL Esports vs Bulldozer Gaming,Bulldozer Gaming,TNL Esports,2021,0,0,1.2997668487937734e-05,1,91.0,152.0,168.0,247.4,,,0.5986842105263158,1.6703296703296704,-61.0,-79.4,-1.0716454598033547,Team B ganó,Team B ganó,Correcta,0.9999740046630241
Hashira vs Walküre,Hashira,Walküre,2021,1,1,0.9893291556612333,1,162.0,132.0,213.66666666666666,188.0,1.105,0.86,1.218045112781955,0.8148148148148148,30.0,25.666666666666657,0.40323029796714016,Team A ganó,Team A ganó,Correcta,0.9786583113224665
Andbox vs Team Opulence,Andbox,Team Opulence,2022,1,1,0.9999732831586009,1,157.0,95.0,241.4,160.6,1.308,0.65,1.6526315789473685,0.6050955414012739,62.0,80.80000000000001,1.0475360375460947,Team A ganó,Team A ganó,Correcta,0.9999465663172018
Reality Rift vs Paper Rex,Paper Rex,Reality Rift,2021,0,0,0.43134514316471634,1,407.0,420.0,198.5,205.0,0.962,0.9960000000000001,0.9644549763033176,1.0294117647058822,-13.0,-6.5,-0.06495678840256469,Team B ganó,Team B ganó,Correcta,0.13730971367056732
Team Heretics vs Acend,Acend,Team Heretics,2021,1,0,0.3300894043157477,0,384.0,416.0,198.8,214.66666666666666,,,0.9230769230769231,1.0833333333333333,-32.0,-15.866666666666646,-0.16025641025641013,Team A ganó,Team B ganó,Incorrecta,0.33982119136850464
Andbox vs Team Rocket,Andbox,Team Rocket,2022,1,1,0.9999042617319145,1,150.0,98.0,227.6,169.4,1.26,0.73,1.530612244897959,0.6533333333333333,52.0,58.19999999999999,0.8772789115646258,Team A ganó,Team A ganó,Correcta,0.999808523463829
Ninjas In Pyjamas vs ZETA DIVISION,Ninjas In Pyjamas,ZETA DIVISION,2022,0,0,0.3028584099530193,1,237.0,250.0,207.6,212.8,0.994,1.016,0.948,1.0548523206751055,-13.0,-5.200000000000017,-0.10685232067510553,Team B ganó,Team B ganó,Correcta,0.39428318009396135
Vorax vs HIGHPOWER,HIGHPOWER,Vorax,2021,1,1,0.5749865569024727,1,219.0,215.0,206.2,200.8,1.006,0.968,1.0138888888888888,0.9817351598173516,4.0,5.399999999999977,0.03215372907153724,Team A ganó,Team A ganó,Correcta,0.14997311380494538
Pentagon vs nice try,Pentagon,nice try,2022,1,1,0.9999169268114333,1,157.0,101.0,230.4,161.5,1.274,0.725,1.5544554455445545,0.643312101910828,56.0,68.9,0.9111433436337265,Team A ganó,Team A ganó,Correcta,0.9998338536228666
Team hz vs Aim.Attack,Aim.Attack,Team hz,2022,1,0,0.11953519671081732,0,265.0,293.0,202.2,218.0,0.9480000000000001,1.0619999999999998,0.9044368600682594,1.1056603773584905,-28.0,-15.800000000000011,-0.20122351729023114,Team A ganó,Team B ganó,Incorrecta,0.7609296065783654
Foxy Araikordai vs GhostFamily E-Sports,Foxy Araikordai,GhostFamily E-Sports,2021,1,1,0.9648634116558783,1,187.0,156.0,223.4,190.8,1.0779999999999998,0.868,1.1987179487179487,0.8297872340425532,31.0,32.599999999999994,0.3689307146753955,Team A ganó,Team A ganó,Correcta,0.9297268233117566
Meyhane vs Galatasaray Esports,Galatasaray Esports,Meyhane,2022,1,1,0.5542263791884424,1,198.0,203.0,194.0,207.8,0.93,1.0,0.9753694581280788,1.0252525252525253,-5.0,-13.800000000000011,-0.049883067124446456,Team A ganó,Team A ganó,Correcta,0.10845275837688484
Envy vs Pioneers,Envy,Pioneers,2021,1,1,0.9052810711770952,1,172.0,155.0,209.2,197.0,1.034,0.932,1.1096774193548387,0.9011627906976745,17.0,12.199999999999989,0.2085146286571642,Team A ganó,Team A ganó,Correcta,0.8105621423541904
EZclap vs WILD HUNT,EZclap,WILD HUNT,2021,1,1,0.8465719210245741,1,238.0,221.0,218.0,203.2,1.046,0.9019999999999999,1.0769230769230769,0.9285714285714286,17.0,14.800000000000011,0.14835164835164827,Team A ganó,Team A ganó,Correcta,0.6931438420491483
CNJ Esports vs DAMWON Gaming,CNJ Esports,DAMWON Gaming,2022,0,0,0.19580220846230043,1,158.0,168.0,204.8,208.6,0.97,1.024,0.9404761904761905,1.0632911392405062,-10.0,-3.799999999999983,-0.12281494876431576,Team B ganó,Team B ganó,Correcta,0.6083955830753991
Dragon Ranger Gaming vs Wolves Esports,Dragon Ranger Gaming,Wolves Esports,2024,0,0,3.2068239140325406e-05,1,105.0,166.0,166.4,229.6,,,0.6325301204819277,1.5809523809523809,-61.0,-63.19999999999999,-0.9484222604704532,Team B ganó,Team B ganó,Correcta,0.9999358635217194
MORE Esports vs Fenerbahçe Esports,Fenerbahçe Esports,MORE Esports,2021,1,1,0.7273017085208172,1,160.0,154.0,201.8,196.4,1.034,0.95,1.0389610389610389,0.9625,6.0,5.400000000000006,0.07646103896103884,Team A ganó,Team A ganó,Correcta,0.45460341704163443
FENNEL vs FIRST Gaming,FENNEL,FIRST Gaming,2021,0,1,0.7028669102361944,0,233.0,217.0,213.0,192.4,,,1.0737327188940091,0.9313304721030042,16.0,20.599999999999994,0.14240224679100488,Team B ganó,Team A ganó,Incorrecta,0.4057338204723888
FunPlus Phoenix vs Tactical Five,FunPlus Phoenix,Tactical Five,2022,1,1,0.9897503048708518,1,174.0,140.0,228.4,189.2,1.126,0.8699999999999999,1.2428571428571429,0.8045977011494253,34.0,39.20000000000002,0.4382594417077176,Team A ganó,Team A ganó,Correcta,0.9795006097417036
Cloud9 vs ThiccWRECK,Cloud9,ThiccWRECK,2021,1,1,0.9999999355410317,1,141.0,61.0,257.2,137.2,,,2.3114754098360657,0.4326241134751773,80.0,120.0,1.8788512963608883,Team A ganó,Team A ganó,Correcta,0.9999998710820635
Galakticos vs Surreal Esports,Galakticos,Surreal Esports,2022,0,0,0.0039187662497657495,1,123.0,160.0,186.8,218.6,0.8859999999999999,1.1019999999999999,0.7639751552795031,1.3008130081300813,-37.0,-31.799999999999983,-0.5368378528505782,Team B ganó,Team B ganó,Correcta,0.9921624675004685
GOLDEN5 vs Octagon Gaming,GOLDEN5,Octagon Gaming,2021,1,1,0.9504589865482661,1,192.0,158.0,222.8,189.8,,,1.2151898734177216,0.8229166666666666,34.0,33.0,0.3922732067510549,Team A ganó,Team A ganó,Correcta,0.9009179730965322
Hajty vs HONK,HONK,Hajty,2021,1,1,0.8534564113063547,1,235.0,212.0,221.8,201.2,,,1.1084905660377358,0.902127659574468,23.0,20.600000000000023,0.20636290646326771,Team A ganó,Team A ganó,Correcta,0.7069128226127095
Australs vs 9z Team,9z Team,Australs,2021,0,0,0.05241561865770913,1,526.0,641.0,187.33333333333334,219.46666666666667,0.8150000000000001,1.1320000000000001,0.8205928237129485,1.2186311787072244,-115.0,-32.133333333333326,-0.39803835499427587,Team B ganó,Team B ganó,Correcta,0.8951687626845818
EZ KATKA vs Poison,EZ KATKA,Poison,2021,1,1,0.9999682086520334,1,163.0,99.0,245.2,164.6,1.2959999999999998,0.644,1.6464646464646464,0.6073619631901841,64.0,80.6,1.0391026832744623,Team A ganó,Team A ganó,Correcta,0.9999364173040668
36NUMBER vs VIN G,36NUMBER,VIN G,2021,1,0,0.2049804843604859,0,247.0,264.0,199.2,214.8,0.898,1.082,0.9356060606060606,1.0688259109311742,-17.0,-15.600000000000023,-0.13321985032511363,Team A ganó,Team B ganó,Incorrecta,0.5900390312790282
Funky Monkeys vs Dire Wolves,Dire Wolves,Funky Monkeys,2021,1,1,0.6324693937249568,1,185.0,177.0,210.4,196.6,1.042,0.976,1.0451977401129944,0.9567567567567568,8.0,13.800000000000011,0.08844098335623762,Team A ganó,Team A ganó,Correcta,0.2649387874499136
Against All Odds vs Bleiz,Against All Odds,Bleiz,2021,1,1,0.9999896770245972,1,135.0,74.0,238.6,158.4,,,1.8243243243243243,0.5481481481481482,61.0,80.19999999999999,1.2761761761761763,Team A ganó,Team A ganó,Correcta,0.9999793540491944
Ghetto Artist vs Only One Word,Ghetto Artist,Only One Word,2022,1,1,0.9047382226447688,1,226.0,202.0,217.0,188.2,1.1179999999999999,0.868,1.118811881188119,0.8938053097345132,24.0,28.80000000000001,0.2250065714536057,Team A ganó,Team A ganó,Correcta,0.8094764452895375
Akave Esports vs MALA MÍA ESPORTS,Akave Esports,MALA MÍA ESPORTS,2021,1,1,0.9627616357844441,1,168.0,144.0,216.2,193.4,,,1.1666666666666667,0.8571428571428571,24.0,22.799999999999983,0.30952380952380965,Team A ganó,Team A ganó,Correcta,0.9255232715688881
makaron vs BANGER5,BANGER5,makaron,2021,1,1,0.9566312822196572,1,187.0,159.0,232.2,204.2,,,1.1761006289308176,0.8502673796791443,28.0,28.0,0.32583324925167323,Team A ganó,Team A ganó,Correcta,0.9132625644393144
IGZIST vs FIRST Gaming,FIRST Gaming,IGZIST,2022,0,0,8.346813479911512e-06,1,95.0,150.0,158.8,231.8,0.696,1.334,0.6333333333333333,1.5625,-55.0,-73.0,-0.9291666666666667,Team B ganó,Team B ganó,Correcta,0.9999833063730402
Yakuza vs FORMULA 1,FORMULA 1,Yakuza,2021,0,0,0.15884346071265637,1,154.0,164.0,207.6,216.0,0.89,1.054,0.9390243902439024,1.0649350649350648,-10.0,-8.400000000000006,-0.12591067469116246,Team B ganó,Team B ganó,Correcta,0.6823130785746873
Fenerbahçe Esports vs Talamus Team Blue E-Sport,Fenerbahçe Esports,Talamus Team Blue E-Sport,2021,1,1,0.9991392246958424,1,161.0,113.0,237.4,178.4,1.206,0.72,1.424778761061947,0.7018633540372671,48.0,59.0,0.7229154070246798,Team A ganó,Team A ganó,Correcta,0.9982784493916848
Keyd Stars vs X10 Esports,Keyd Stars,X10 Esports,2021,0,0,0.00014832024010064972,1,109.0,156.0,180.8,230.8,0.792,1.2,0.6987179487179487,1.4311926605504588,-47.0,-50.0,-0.7324747118325101,Team B ganó,Team B ganó,Correcta,0.9997033595197987
Time In vs Rock Bottom,Rock Bottom,Time In,2021,0,1,0.6403137878970667,0,226.0,222.0,210.4,207.8,1.042,0.93,1.018018018018018,0.9823008849557522,4.0,2.5999999999999943,0.03571713306226587,Team B ganó,Team A ganó,Incorrecta,0.28062757579413344
Next eSports vs AF,AF,Next eSports,2022,0,0,0.001473161513006828,1,126.0,166.0,176.8,227.6,0.772,1.228,0.7590361445783133,1.3174603174603174,-40.0,-50.79999999999998,-0.5584241728820042,Team B ganó,Team B ganó,Correcta,0.9970536769739864
YFP Gaming vs MEW2,MEW2,YFP Gaming,2022,0,0,2.124375273034231e-08,1,75.0,142.0,150.6,247.0,0.524,1.4380000000000002,0.528169014084507,1.8933333333333333,-67.0,-96.4,-1.3651643192488263,Team B ganó,Team B ganó,Correcta,0.9999999575124945
Catgirls vs HONEY BADGERS,Catgirls,HONEY BADGERS,2022,1,1,0.9983603283740218,1,167.0,125.0,229.2,185.8,1.23,0.766,1.336,0.7485029940119761,42.0,43.39999999999998,0.587497005988024,Team A ganó,Team A ganó,Correcta,0.9967206567480436
Sdobbies vs Team NKT,Sdobbies,Team NKT,2022,0,0,0.002326452500122437,1,127.0,157.0,194.6,219.0,0.828,1.214,0.8089171974522293,1.236220472440945,-30.0,-24.400000000000006,-0.42730327498871556,Team B ganó,Team B ganó,Correcta,0.9953470949997552
Built By Gamers vs RIFLE CRUTCHERS,Built By Gamers,RIFLE CRUTCHERS,2021,1,1,0.9826808052535867,1,165.0,133.0,223.4,189.4,,,1.2406015037593985,0.806060606060606,32.0,34.0,0.43454089769879245,Team A ganó,Team A ganó,Correcta,0.9653616105071734
UE Zenith Esports vs 717 Monster Esports,717 Monster Esports,UE Zenith Esports,2022,1,1,0.9998709131152943,1,157.0,100.0,239.6,165.4,1.256,0.71,1.57,0.6369426751592356,57.0,74.19999999999999,0.9330573248407644,Team A ganó,Team A ganó,Correcta,0.9997418262305886
Time In vs Hypothermia,Hypothermia,Time In,2021,0,0,1.4380939173372067e-06,1,86.0,144.0,160.2,243.6,0.604,1.358,0.5972222222222222,1.6551724137931034,-58.0,-83.4,-1.0579501915708813,Team B ganó,Team B ganó,Correcta,0.9999971238121653
FNATIC vs GIANTX,FNATIC,GIANTX,2024,1,1,0.8791982012991706,1,190.0,173.0,196.0,177.8,0.99,0.788,1.0982658959537572,0.9105263157894737,17.0,18.19999999999999,0.1877395801642835,Team A ganó,Team A ganó,Correcta,0.7583964025983412
Mowil Esports vs Renegados,Mowil Esports,Renegados,2022,0,0,0.03664724721465973,1,191.0,219.0,189.0,213.4,0.868,1.124,0.8721461187214612,1.1465968586387434,-28.0,-24.400000000000006,-0.2744507399172822,Team B ganó,Team B ganó,Correcta,0.9267055055706805
TSM vs FBM,FBM,TSM,2021,0,0,9.300418946390552e-09,1,70.0,138.0,146.4,237.6,0.576,1.4060000000000001,0.5072463768115942,1.9714285714285715,-68.0,-91.19999999999999,-1.4641821946169773,Team B ganó,Team B ganó,Correcta,0.9999999813991621
No Pressure vs forZe,No Pressure,forZe,2021,1,1,0.907596514699656,1,443.0,388.0,215.3,193.5,1.066,0.916,1.1417525773195876,0.8758465011286681,55.0,21.80000000000001,0.26590607619091944,Team A ganó,Team A ganó,Correcta,0.8151930293993119
KPI Gaming vs Dobeg,Dobeg,KPI Gaming,2022,0,0,0.002160971343369212,1,113.0,147.0,179.6,219.0,0.792,1.168,0.7687074829931972,1.3008849557522124,-34.0,-39.400000000000006,-0.5321774727590152,Team B ganó,Team B ganó,Correcta,0.9956780573132615
iXA vs REJECT,REJECT,iXA,2022,1,1,0.9999968574809996,1,147.0,82.0,240.8,156.0,1.3279999999999998,0.638,1.7926829268292683,0.5578231292517006,65.0,84.80000000000001,1.2348597975775677,Team A ganó,Team A ganó,Correcta,0.9999937149619993
NXL LIGAGAME vs Ethereal,Ethereal,NXL LIGAGAME,2021,0,0,0.012747320543845317,1,123.0,154.0,168.5,225.4,0.785,1.142,0.7987012987012987,1.2520325203252032,-31.0,-56.900000000000006,-0.4533312216239045,Team B ganó,Team B ganó,Correcta,0.9745053589123094
Team Divinity vs Yakuza,Team Divinity,Yakuza,2021,1,1,0.9373742001621052,1,247.0,213.0,214.0,196.2,,,1.15962441314554,0.8623481781376519,34.0,17.80000000000001,0.29727623500788813,Team A ganó,Team A ganó,Correcta,0.8747484003242103
Young.ID vs Missing Piece,Missing Piece,Young.ID,2021,0,0,8.758979319984873e-13,1,28.0,65.0,154.8,256.4,0.402,1.582,0.4307692307692308,2.3214285714285716,-37.0,-101.59999999999997,-1.8906593406593408,Team B ganó,Team B ganó,Correcta,0.9999999999982482
Deja Vu vs Prosti Esli,Deja Vu,Prosti Esli,2021,1,1,0.9997310542695665,1,156.0,105.0,221.4,166.2,1.1800000000000002,0.744,1.4857142857142858,0.6730769230769231,51.0,55.20000000000002,0.8126373626373626,Team A ganó,Team A ganó,Correcta,0.9994621085391331
Ninjas In Pyjamas vs KRÜ Esports,KRÜ Esports,Ninjas In Pyjamas,2022,1,1,0.9982662178256168,1,253.0,185.0,226.4,176.0,1.2280000000000002,0.7779999999999999,1.3675675675675676,0.7312252964426877,68.0,50.400000000000006,0.6363422711248798,Team A ganó,Team A ganó,Correcta,0.9965324356512335
100 Thieves vs Noble,100 Thieves,Noble,2021,1,1,0.5882231321566745,1,228.0,222.0,200.8,202.2,0.958,1.026,1.027027027027027,0.9736842105263158,6.0,-1.3999999999999773,0.053342816500711154,Team A ganó,Team A ganó,Correcta,0.1764462643133491
Thunderbolts Gaming vs Unity Esports,Thunderbolts Gaming,Unity Esports,2021,1,1,0.8772414678663155,1,218.0,196.0,211.4,192.0,,,1.1122448979591837,0.8949771689497716,22.0,19.400000000000006,0.21726772900941205,Team A ganó,Team A ganó,Correcta,0.754482935732631
GEEK Fam ID vs Reckless Lads,GEEK Fam ID,Reckless Lads,2021,0,0,0.029114880567216363,1,216.0,260.0,193.8,227.0,0.8539999999999999,1.096,0.8307692307692308,1.2037037037037037,-44.0,-33.19999999999999,-0.3729344729344729,Team B ganó,Team B ganó,Correcta,0.9417702388655673
Orangutan vs Velocity Gaming,Orangutan,Velocity Gaming,2022,0,0,0.09121662102112861,1,148.0,163.0,201.2,209.2,0.916,1.054,0.9079754601226994,1.0939597315436242,-15.0,-8.0,-0.18598427142092488,Team B ganó,Team B ganó,Correcta,0.8175667579577428
Ksenox vs Gambit Esports,Gambit Esports,Ksenox,2021,1,1,0.9835132151711703,1,175.0,137.0,226.4,183.6,,,1.2773722627737227,0.7828571428571428,38.0,42.80000000000001,0.4945151199165799,Team A ganó,Team A ganó,Correcta,0.9670264303423406
FEARUS vs YAMAGAN,FEARUS,YAMAGAN,2021,0,0,0.3718375115568076,1,402.0,420.0,208.8,218.0,0.951,1.028,0.9571428571428572,1.0421836228287842,-18.0,-9.199999999999989,-0.085040765685927,Team B ganó,Team B ganó,Correcta,0.2563249768863848
POISON CLAN vs ONE SHOT Esports,ONE SHOT Esports,POISON CLAN,2021,0,0,0.064805792630605,1,157.0,180.0,204.4,221.0,0.9039999999999999,1.06,0.8722222222222222,1.1320754716981132,-23.0,-16.599999999999994,-0.25985324947589095,Team B ganó,Team B ganó,Correcta,0.87038841473879
Team Progress vs NonsenseGaming,NonsenseGaming,Team Progress,2022,0,0,0.15774253001559058,1,165.0,178.0,197.4,207.8,0.9259999999999999,1.1,0.9269662921348315,1.0787878787878789,-13.0,-10.400000000000006,-0.15182158665304735,Team B ganó,Team B ganó,Correcta,0.6845149399688188
TUBEPLE Gaming vs Amolrang,Amolrang,TUBEPLE Gaming,2021,0,0,2.6249397836447393e-07,1,82.0,144.0,166.2,255.2,0.576,1.372,0.5694444444444444,1.7560975609756098,-62.0,-89.0,-1.1866531165311653,Team B ganó,Team B ganó,Correcta,0.9999994750120432
Mindfreak vs Dire Wolves,Dire Wolves,Mindfreak,2021,0,0,0.24928714221145237,1,372.0,393.0,197.4,209.2,0.85,1.124,0.9441624365482234,1.0564516129032258,-21.0,-11.799999999999983,-0.11228917635500235,Team B ganó,Team B ganó,Correcta,0.5014257155770953
Budget Aimers vs HasbullahPeek,Budget Aimers,HasbullahPeek,2021,0,0,0.4624714600796584,1,229.0,234.0,201.8,203.8,1.018,0.96,0.9786324786324786,1.0218340611353711,-5.0,-2.0,-0.04320158250289252,Team B ganó,Team B ganó,Correcta,0.07505707984068322
NRG Esports vs Bilibili Gaming,Bilibili Gaming,NRG Esports,2023,1,1,0.8731736963506306,1,175.0,162.0,215.8,203.0,1.09,0.9199999999999999,1.0802469135802468,0.9257142857142857,13.0,12.800000000000011,0.15453262786596111,Team A ganó,Team A ganó,Correcta,0.7463473927012612
SunXet Club vs 9z Team,9z Team,SunXet Club,2022,1,1,0.6629799629215253,1,237.0,229.0,205.6,195.8,1.024,0.986,1.034934497816594,0.9662447257383966,8.0,9.799999999999983,0.06868977207819738,Team A ganó,Team A ganó,Correcta,0.32595992584305056
F4Q vs Lone Way E-SPORTS,F4Q,Lone Way E-SPORTS,2022,0,0,0.00046142014052994774,1,117.0,163.0,177.2,223.4,0.8119999999999999,1.168,0.7177914110429447,1.393162393162393,-46.0,-46.20000000000002,-0.6753709821194483,Team B ganó,Team B ganó,Correcta,0.9990771597189401
positive mental attitude vs Project X,Project X,positive mental attitude,2021,1,1,0.9999983673316624,1,141.0,66.0,261.6,142.6,,,2.1363636363636362,0.46808510638297873,75.0,119.00000000000003,1.6682785299806575,Team A ganó,Team A ganó,Correcta,0.9999967346633247
NXLG Academy vs Yang Terxakiti,NXLG Academy,Yang Terxakiti,2021,1,1,0.9240445721874315,1,223.0,202.0,213.0,196.2,1.108,0.8720000000000001,1.103960396039604,0.905829596412556,21.0,16.80000000000001,0.19813079962704805,Team A ganó,Team A ganó,Correcta,0.848089144374863
COUSINS vs Cyber Skull Esports,COUSINS,Cyber Skull Esports,2021,1,1,0.9161538224595568,1,178.0,144.0,206.0,197.0,1.04,0.922,1.0787878787878789,0.9113924050632911,34.0,9.0,0.16739547372458774,Team A ganó,Team A ganó,Correcta,0.8323076449191136
T1 vs EDward Gaming,EDward Gaming,T1,2023,1,1,0.9998951232158793,1,147.0,99.0,219.4,166.2,1.268,0.74,1.4848484848484849,0.673469387755102,48.0,53.20000000000002,0.8113790970933829,Team A ganó,Team A ganó,Correcta,0.9997902464317585
Team Big BAAM vs The Meaps,Team Big BAAM,The Meaps,2022,1,1,0.9999998411678,1,132.0,66.0,234.8,141.8,1.4280000000000002,0.5740000000000001,2.0,0.5,66.0,93.0,1.5,Team A ganó,Team A ganó,Correcta,0.9999996823356001
Team Aurora vs Thunderbolts Gaming,Team Aurora,Thunderbolts Gaming,2021,0,1,0.6541047362304967,0,456.0,445.0,212.8,207.9,1.02,0.97,1.0247191011235954,0.9758771929824561,11.0,4.900000000000006,0.04884190814113931,Team B ganó,Team A ganó,Incorrecta,0.3082094724609934
Shopify Rebellion GC vs EDO TENSEI,EDO TENSEI,Shopify Rebellion GC,2022,0,0,0.012451860305915321,1,145.0,180.0,190.4,229.2,0.8560000000000001,1.116,0.8055555555555556,1.2413793103448276,-35.0,-38.79999999999998,-0.43582375478927204,Team B ganó,Team B ganó,Correcta,0.9750962793881693
Ksenox vs nway,Ksenox,nway,2021,1,1,0.9999985270947495,1,144.0,77.0,251.4,155.8,1.358,0.596,1.87012987012987,0.5347222222222222,67.0,95.6,1.335407647907648,Team A ganó,Team A ganó,Correcta,0.9999970541894989
Radiance vs Team Mystic,Radiance,Team Mystic,2022,1,1,0.9827864203006437,1,177.0,148.0,224.4,194.6,1.0939999999999999,0.876,1.195945945945946,0.8314606741573034,29.0,29.80000000000001,0.36448527178864265,Team A ganó,Team A ganó,Correcta,0.9655728406012873
DivisionX Gaming vs CERBERUS Esports,CERBERUS Esports,DivisionX Gaming,2021,0,0,0.014415757389102016,1,142.0,169.0,204.4,223.4,0.892,1.09,0.8402366863905325,1.1901408450704225,-27.0,-19.0,-0.34990415867989,Team B ganó,Team B ganó,Correcta,0.971168485221796
No Namers vs Fancy United Esports,Fancy United Esports,No Namers,2022,0,0,0.004055026503175429,1,118.0,140.0,94.2,122.8,0.788,1.252,0.8428571428571429,1.1864406779661016,-22.0,-28.599999999999994,-0.3435835351089588,Team B ganó,Team B ganó,Correcta,0.9918899469936492
