Match Name,teamA_name,teamB_name,year,teamA_won,predicted,probability_teamA,correct,teamA_kills,teamB_kills,teamA_acs,teamB_acs,teamA_rating,teamB_rating,teamA_kd,teamB_kd,diff_kills,diff_acs,diff_kd,resultado_real,resultado_predicho,prediccion_correcta,confianza
On The Way vs Interstate 95,Interstate 95,On The Way,2021,0,0,0.015943543172084688,1,119.0,147.0,187.8,218.8,,,0.8095238095238095,1.2352941176470589,-28.0,-31.0,-0.42577030812324934,Team B ganó,Team B ganó,Correcta,0.9681129136558306
leptospirose vs Raiju,Raiju,leptospirose,2022,0,0,0.2119614478236649,1,215.0,227.0,205.6,212.4,0.9460000000000001,1.0379999999999998,0.947136563876652,1.0558139534883721,-12.0,-6.800000000000011,-0.10867738961172013,Team B ganó,Team B ganó,Correcta,0.5760771043526702
KOI vs Team Heretics,KOI,Team Heretics,2023,1,1,0.8864836649427944,1,239.0,220.0,204.8,191.4,1.0939999999999999,0.914,1.0863636363636364,0.9205020920502092,19.0,13.400000000000006,0.16586154431342726,Team A ganó,Team A ganó,Correcta,0.7729673298855888
IGZIST vs Revo,IGZIST,Revo,2022,1,1,0.999991684200269,1,145.0,84.0,234.0,159.6,1.302,0.666,1.7261904761904763,0.5793103448275863,61.0,74.4,1.14688013136289,Team A ganó,Team A ganó,Correcta,0.9999833684005379
Movistar Riders vs couchless,Movistar Riders,couchless,2021,1,1,0.9997943309571646,1,154.0,103.0,240.0,175.2,1.252,0.692,1.4951456310679612,0.6688311688311688,51.0,64.80000000000001,0.8263144622367924,Team A ganó,Team A ganó,Correcta,0.9995886619143293
XFlow Esports vs Novella,Novella,XFlow Esports,2021,0,0,1.2757673228686455e-07,1,77.0,140.0,161.6,251.4,0.592,1.3699999999999999,0.55,1.8181818181818181,-63.0,-89.80000000000001,-1.268181818181818,Team B ganó,Team B ganó,Correcta,0.9999997448465354
Team NoX vs Feel The Wall,Feel The Wall,Team NoX,2021,0,0,0.0006463823413573203,1,105.0,150.0,170.4,227.0,,,0.7,1.4285714285714286,-45.0,-56.599999999999994,-0.7285714285714286,Team B ganó,Team B ganó,Correcta,0.9987072353172853
ROLO COMPRESSOR vs Team Liquid Brazil,ROLO COMPRESSOR,Team Liquid Brazil,2022,1,1,0.999993834212912,1,141.0,81.0,236.6,157.8,1.33,0.626,1.7407407407407407,0.574468085106383,60.0,78.79999999999998,1.1662726556343577,Team A ganó,Team A ganó,Correcta,0.999987668425824
ex-EXO Clan vs Straight Outta The Zoo,Straight Outta The Zoo,ex-EXO Clan,2021,0,0,0.0009734662158788186,1,140.0,208.0,168.2,245.4,,,0.6730769230769231,1.4857142857142858,-68.0,-77.20000000000002,-0.8126373626373626,Team B ganó,Team B ganó,Correcta,0.9980530675682424
KPI Gaming vs Delete Kayo,Delete Kayo,KPI Gaming,2021,0,0,4.3262944423806403e-07,1,89.0,152.0,160.4,246.6,0.604,1.3619999999999999,0.5855263157894737,1.7078651685393258,-63.0,-86.19999999999999,-1.1223388527498521,Team B ganó,Team B ganó,Correcta,0.9999991347411116
Sum 2 Prove vs Bewds Retirement Home,Bewds Retirement Home,Sum 2 Prove,2021,1,1,0.9846653212682841,1,161.0,132.0,233.2,203.6,1.082,0.874,1.2196969696969697,0.8198757763975155,29.0,29.599999999999994,0.3998211932994542,Team A ganó,Team A ganó,Correcta,0.9693306425365682
ATRAVS vs Lancraft,ATRAVS,Lancraft,2021,1,1,0.9999834639945137,1,146.0,80.0,253.6,164.4,,,1.825,0.547945205479452,66.0,89.19999999999999,1.277054794520548,Team A ganó,Team A ganó,Correcta,0.9999669279890273
Fluid Gaming vs Nautic,Fluid Gaming,Nautic,2021,0,0,0.15547419177789304,1,205.0,226.0,205.0,217.0,,,0.9070796460176991,1.0970873786407767,-21.0,-12.0,-0.19000773262307757,Team B ganó,Team B ganó,Correcta,0.689051616444214
Team Diamond.R vs GOMA,GOMA,Team Diamond.R,2021,1,1,0.9891158557867948,1,152.0,119.0,226.0,185.0,,,1.2773109243697478,0.7777777777777778,33.0,41.0,0.49953314659197,Team A ganó,Team A ganó,Correcta,0.9782317115735897
MUYAHO vs DAMWON Gaming,DAMWON Gaming,MUYAHO,2021,0,0,0.30584875608792883,1,259.0,275.0,196.6,206.6,,,0.9418181818181818,1.0576923076923077,-16.0,-10.0,-0.11587412587412593,Team B ganó,Team B ganó,Correcta,0.38830248782414234
La7zag Esports vs Team Gravity,La7zag Esports,Team Gravity,2021,1,1,0.7351513538981769,1,304.0,297.0,210.8,212.5,1.05,0.965,1.0235690235690236,0.9769736842105263,7.0,-1.6999999999999886,0.046595339358497245,Team A ganó,Team A ganó,Correcta,0.47030270779635375
Naked with Attitude vs Iconic,Iconic,Naked with Attitude,2022,1,1,0.9998975403709675,1,146.0,96.0,237.8,170.6,1.314,0.6980000000000001,1.5208333333333333,0.6575342465753424,50.0,67.20000000000002,0.8632990867579908,Team A ganó,Team A ganó,Correcta,0.9997950807419349
Lenny Time vs Eros,Eros,Lenny Time,2022,0,0,9.017448384401913e-08,1,84.0,154.0,146.2,249.4,0.584,1.3980000000000001,0.5454545454545454,1.8333333333333333,-70.0,-103.20000000000002,-1.2878787878787878,Team B ganó,Team B ganó,Correcta,0.9999998196510324
BEAST vs TEAM X-FORCE,BEAST,TEAM X-FORCE,2022,1,1,0.9256558789582735,1,170.0,153.0,218.0,202.6,1.0699999999999998,0.8960000000000001,1.1111111111111112,0.9,17.0,15.400000000000006,0.21111111111111114,Team A ganó,Team A ganó,Correcta,0.851311757916547
Malvinas Gaming vs Feint Gaming,Feint Gaming,Malvinas Gaming,2021,1,1,0.9105708104052804,1,168.0,149.0,216.6,198.8,,,1.1275167785234899,0.8816568047337278,19.0,17.799999999999983,0.2458599737897621,Team A ganó,Team A ganó,Correcta,0.8211416208105609
FYB vs Positive Mental Attitude,FYB,Positive Mental Attitude,2021,0,0,0.00037602453557688447,1,113.0,155.0,184.6,226.6,0.736,1.208,0.7290322580645161,1.3716814159292035,-42.0,-42.0,-0.6426491578646873,Team B ganó,Team B ganó,Correcta,0.9992479509288462
Ghost Gaming vs On The Way,Ghost Gaming,On The Way,2021,0,0,0.0030194016100091163,1,120.0,152.0,196.0,228.6,0.8119999999999999,1.1540000000000001,0.7894736842105263,1.2666666666666666,-32.0,-32.599999999999994,-0.4771929824561403,Team B ganó,Team B ganó,Correcta,0.9939611967799817
Agropesca Jacare vs Team Liquid Brazil,Agropesca Jacare,Team Liquid Brazil,2022,0,0,0.16257946443139004,1,177.0,192.0,201.6,212.6,0.9400000000000001,1.092,0.921875,1.0847457627118644,-15.0,-11.0,-0.1628707627118644,Team B ganó,Team B ganó,Correcta,0.6748410711372199
Purple Mood E-Sport vs Made in Thailand,Made in Thailand,Purple Mood E-Sport,2022,1,1,0.9993145761031447,1,158.0,117.0,235.4,194.2,1.2260000000000002,0.796,1.3504273504273505,0.740506329113924,41.0,41.20000000000002,0.6099210213134265,Team A ganó,Team A ganó,Correcta,0.9986291522062893
Deja Vu vs 969 gang,969 gang,Deja Vu,2021,0,0,3.815388404563251e-07,1,85.0,145.0,154.4,234.8,0.614,1.366,0.5862068965517241,1.7058823529411764,-60.0,-80.4,-1.1196754563894524,Team B ganó,Team B ganó,Correcta,0.9999992369223191
High Pressure vs Fenerbahçe Esports,Fenerbahçe Esports,High Pressure,2021,1,1,0.9679956683685151,1,196.0,162.0,225.4,189.8,1.096,0.8320000000000001,1.2098765432098766,0.826530612244898,34.0,35.599999999999994,0.3833459309649786,Team A ganó,Team A ganó,Correcta,0.9359913367370303
FaZe Clan vs BASILISK,BASILISK,FaZe Clan,2021,0,0,0.2758455361645899,1,272.0,288.0,200.4,216.6,0.916,1.058,0.9444444444444444,1.0588235294117647,-16.0,-16.19999999999999,-0.1143790849673203,Team B ganó,Team B ganó,Correcta,0.4483089276708202
FaZe Clan vs Cloud9,Cloud9,FaZe Clan,2022,0,0,0.0005668712927921667,1,113.0,151.0,180.4,220.6,0.842,1.2120000000000002,0.7483443708609272,1.336283185840708,-38.0,-40.19999999999999,-0.5879388149797808,Team B ganó,Team B ganó,Correcta,0.9988662574144157
ATROPELADOS vs Cruzados Esports,ATROPELADOS,Cruzados Esports,2021,1,1,0.9984070652296253,1,156.0,120.0,223.8,189.8,1.19,0.798,1.3,0.7643312101910829,36.0,34.0,0.5356687898089172,Team A ganó,Team A ganó,Correcta,0.9968141304592506
Amolrang vs AUTOCRACY,AUTOCRACY,Amolrang,2021,1,1,0.9995431001435074,1,160.0,109.0,229.0,165.8,1.178,0.754,1.4678899082568808,0.68125,51.0,63.19999999999999,0.7866399082568808,Team A ganó,Team A ganó,Correcta,0.9990862002870149
FUT Esports vs Anatolia Esports,Anatolia Esports,FUT Esports,2021,0,0,0.01146009305792418,1,291.0,354.0,195.1,227.4,0.724,1.254,0.8220338983050848,1.2164948453608246,-63.0,-32.30000000000001,-0.39446094705573986,Team B ganó,Team B ganó,Correcta,0.9770798138841517
Food Eat vs AUTOCRACY,AUTOCRACY,Food Eat,2021,1,1,0.9894716751858661,1,155.0,128.0,222.8,199.8,1.126,0.852,1.2109375,0.8258064516129032,27.0,23.0,0.3851310483870968,Team A ganó,Team A ganó,Correcta,0.9789433503717322
Team Aurora vs We Are Turks,Team Aurora,We Are Turks,2022,1,1,0.9999999721335985,1,135.0,64.0,243.0,141.6,1.486,0.47400000000000003,2.109375,0.4740740740740741,71.0,101.4,1.635300925925926,Team A ganó,Team A ganó,Correcta,0.999999944267197
Eternal Fire vs 010 Esports,010 Esports,Eternal Fire,2022,0,0,0.07659986626227334,1,140.0,156.0,187.2,208.2,0.922,1.058,0.8974358974358975,1.1142857142857143,-16.0,-21.0,-0.21684981684981686,Team B ganó,Team B ganó,Correcta,0.8468002674754533
South Built Esports vs Zeal Esports,South Built Esports,Zeal Esports,2022,1,1,0.9673677614238911,1,368.0,301.0,216.8181818181818,182.3,1.1427272727272728,0.825,1.2225913621262459,0.8179347826086957,67.0,34.5181818181818,0.4046565795175502,Team A ganó,Team A ganó,Correcta,0.9347355228477823
Team Sampi vs MCES,MCES,Team Sampi,2021,0,0,0.0004124850051330931,1,124.0,167.0,173.0,220.2,0.728,1.216,0.7380952380952381,1.346774193548387,-43.0,-47.19999999999999,-0.6086789554531489,Team B ganó,Team B ganó,Correcta,0.9991750299897338
Salt Esports vs Enigma Gaming,Enigma Gaming,Salt Esports,2021,1,1,0.999998316318938,1,143.0,79.0,250.6,165.0,1.376,0.5740000000000001,1.8101265822784811,0.5524475524475524,64.0,85.6,1.2576790298309288,Team A ganó,Team A ganó,Correcta,0.999996632637876
Todak vs Louvre,Louvre,Todak,2021,1,1,0.7802551793214827,1,447.0,428.0,210.9,201.1,1.094,0.898,1.044392523364486,0.9574944071588367,19.0,9.800000000000011,0.08689811620564925,Team A ganó,Team A ganó,Correcta,0.5605103586429654
XSET vs FNATIC,FNATIC,XSET,2022,0,0,0.3769422439809686,1,151.0,153.0,198.0,193.6,0.96,1.054,0.9869281045751634,1.0132450331125828,-2.0,4.400000000000006,-0.026316928537419404,Team B ganó,Team B ganó,Correcta,0.2461155120380628
Version1 vs Girl Kissers,Girl Kissers,Version1,2022,1,0,0.113300723960973,0,216.0,236.0,200.2,214.2,0.93,1.074,0.9152542372881356,1.0925925925925926,-20.0,-14.0,-0.17733835530445696,Team A ganó,Team B ganó,Incorrecta,0.773398552078054
Tropinha do TIKTOK 2.0 vs Botafogo eSports,Botafogo eSports,Tropinha do TIKTOK 2.0,2022,0,0,2.1133030350814746e-05,1,109.0,162.0,173.0,222.2,0.774,1.24,0.6728395061728395,1.4862385321100917,-53.0,-49.19999999999999,-0.8133990259372522,Team B ganó,Team B ganó,Correcta,0.9999577339392983
BOOM Esports vs KINGSLAYERS,BOOM Esports,KINGSLAYERS,2021,1,0,0.404007192463049,0,271.0,275.0,208.8,213.4,0.93,1.056,0.9854545454545455,1.014760147601476,-4.0,-4.599999999999994,-0.029305602146930565,Team A ganó,Team B ganó,Incorrecta,0.191985615073902
EDGE vs EXCEL,EDGE,EXCEL,2021,0,0,2.7043035879096735e-11,1,65.0,149.0,131.2,251.8,0.454,1.492,0.436241610738255,2.292307692307692,-84.0,-120.60000000000002,-1.8560660815694372,Team B ganó,Team B ganó,Correcta,0.9999999999459139
VAMOS eSports vs Team Zaxaro,Team Zaxaro,VAMOS eSports,2022,1,1,0.9885408215095731,1,170.0,143.0,209.8,188.6,1.1640000000000001,0.8400000000000001,1.1888111888111887,0.8411764705882353,27.0,21.200000000000017,0.34763471822295344,Team A ganó,Team A ganó,Correcta,0.9770816430191462
Exceeli Esports vs Orangutan,Exceeli Esports,Orangutan,2022,0,0,5.152779261828472e-08,1,78.0,148.0,143.5,242.2,0.5533333333333333,1.384,0.527027027027027,1.8974358974358974,-70.0,-98.69999999999999,-1.3704088704088704,Team B ganó,Team B ganó,Correcta,0.9999998969444147
EDward Gaming vs FUT Esports,EDward Gaming,FUT Esports,2024,1,1,0.9000628266864635,1,159.0,147.0,202.2,190.8,1.1280000000000001,0.99,1.0816326530612246,0.9245283018867925,12.0,11.399999999999977,0.1571043511744321,Team A ganó,Team A ganó,Correcta,0.8001256533729271
Complexity vs Project CORE,Complexity,Project CORE,2021,1,1,0.9999788208115997,1,148.0,90.0,237.8,160.8,1.274,0.648,1.6444444444444444,0.6081081081081081,58.0,77.0,1.0363363363363363,Team A ganó,Team A ganó,Correcta,0.9999576416231994
Agon Esports vs Evolve X,Agon Esports,Evolve X,2022,1,1,0.9999999028233243,1,74.0,35.0,251.4,128.6,1.442,0.508,2.1142857142857143,0.47297297297297297,39.0,122.80000000000001,1.6413127413127413,Team A ganó,Team A ganó,Correcta,0.9999998056466486
Wildcard Gaming vs McTeam,McTeam,Wildcard Gaming,2021,0,0,4.285170355825511e-11,1,61.0,138.0,141.6,255.8,0.45200000000000007,1.494,0.4420289855072464,2.225806451612903,-77.0,-114.20000000000002,-1.7837774661056567,Team B ganó,Team B ganó,Correcta,0.9999999999142966
ArkAngel vs Hashira,ArkAngel,Hashira,2021,0,1,0.8477441367170041,0,229.0,208.0,215.6,204.2,,,1.0956937799043063,0.9082969432314411,21.0,11.400000000000006,0.18739683667286522,Team B ganó,Team A ganó,Incorrecta,0.6954882734340082
FURIA vs TBK Esports,FURIA,TBK Esports,2022,1,1,0.8678037997220298,1,239.0,218.0,207.0,187.4,1.0939999999999999,0.908,1.0963302752293578,0.9121338912133892,21.0,19.599999999999994,0.1841963840159686,Team A ganó,Team A ganó,Correcta,0.7356075994440596
Todak vs Myschief,Myschief,Todak,2021,0,0,3.136005740781809e-05,1,107.0,163.0,172.4,236.6,0.7779999999999999,1.216,0.656441717791411,1.5233644859813085,-56.0,-64.19999999999999,-0.8669227681898974,Team B ganó,Team B ganó,Correcta,0.9999372798851843
T1 vs Sentinels,Sentinels,T1,2021,1,0,0.4886912333385091,0,246.0,239.0,218.2,198.6,1.036,0.944,1.025,0.9715447154471545,7.0,19.599999999999994,0.05345528455284543,Team A ganó,Team B ganó,Incorrecta,0.022617533322981775
KETÄ vs DfuseTeam,DfuseTeam,KETÄ,2021,1,1,0.9999986473143768,1,139.0,67.0,245.2,140.8,,,2.074626865671642,0.48201438848920863,72.0,104.39999999999998,1.592612477182433,Team A ganó,Team A ganó,Correcta,0.9999972946287536
CLG Red vs Hysteria,CLG Red,Hysteria,2021,0,0,1.414645581114882e-05,1,97.0,155.0,164.4,234.8,0.654,1.28,0.6258064516129033,1.597938144329897,-58.0,-70.4,-0.9721316927169937,Team B ganó,Team B ganó,Correcta,0.9999717070883777
YONK vs CGN Esports,CGN Esports,YONK,2022,1,1,0.9998978035167664,1,159.0,105.0,224.4,173.4,1.248,0.736,1.5142857142857142,0.660377358490566,54.0,51.0,0.8539083557951482,Team A ganó,Team A ganó,Correcta,0.9997956070335328
Team Gravity vs John Howard,John Howard,Team Gravity,2021,0,0,0.08997506215099543,1,148.0,171.0,196.8,217.8,,,0.8654970760233918,1.1554054054054055,-23.0,-21.0,-0.2899083293820137,Team B ganó,Team B ganó,Correcta,0.8200498756980091
Team Exploit vs Crash Landin on You,Crash Landin on You,Team Exploit,2021,0,0,2.25796327668218e-05,1,95.0,147.0,163.8,227.8,0.728,1.2120000000000002,0.6462585034013606,1.5473684210526315,-52.0,-64.0,-0.9011099176512709,Team B ganó,Team B ganó,Correcta,0.9999548407344664
animel vs eMonkeyz Club,animel,eMonkeyz Club,2021,1,1,0.8987745428280572,1,146.0,118.0,209.8,186.0,,,1.168,0.9007633587786259,28.0,23.80000000000001,0.267236641221374,Team A ganó,Team A ganó,Correcta,0.7975490856561145
Demon vs OverPalaStrike,Demon,OverPalaStrike,2021,1,1,0.9976076168044238,1,153.0,111.0,236.4,190.4,,,1.3660714285714286,0.7254901960784313,42.0,46.0,0.6405812324929973,Team A ganó,Team A ganó,Correcta,0.9952152336088476
Persija Esports vs ONIC G,ONIC G,Persija Esports,2022,1,1,0.9867834618313711,1,172.0,142.0,216.6,182.0,1.144,0.818,1.2112676056338028,0.8255813953488372,30.0,34.599999999999994,0.3856862102849655,Team A ganó,Team A ganó,Correcta,0.9735669236627422
EDward Gaming vs LOUD,EDward Gaming,LOUD,2023,1,1,0.9895775654177992,1,166.0,134.0,217.4,189.0,1.1219999999999999,0.8960000000000001,1.2388059701492538,0.8072289156626506,32.0,28.400000000000006,0.4315770544866031,Team A ganó,Team A ganó,Correcta,0.9791551308355984
Able Esports vs StarBound,Able Esports,StarBound,2022,0,0,0.07268123839917422,1,203.0,229.0,204.2,222.0,0.932,1.0559999999999998,0.8826086956521739,1.1280788177339902,-26.0,-17.80000000000001,-0.2454701220818163,Team B ganó,Team B ganó,Correcta,0.8546375232016515
zTitans vs Shingeki No Kyojin,Shingeki No Kyojin,zTitans,2021,1,1,0.9859708656323631,1,165.0,128.0,234.4,181.4,,,1.2790697674418605,0.7664670658682635,37.0,53.0,0.512602701573597,Team A ganó,Team A ganó,Correcta,0.9719417312647263
FENNEL vs Gaming Team SELECTOR,FENNEL,Gaming Team SELECTOR,2021,0,1,0.6278143208023129,0,139.0,138.0,193.8,196.4,1.018,0.99,1.0072463768115942,0.9928057553956835,1.0,-2.5999999999999943,0.014440621415910737,Team B ganó,Team A ganó,Incorrecta,0.25562864160462584
DEFY Gaming vs Hobby eSports,DEFY Gaming,Hobby eSports,2022,1,1,0.9996239348043297,1,153.0,105.0,231.8,168.16666666666666,1.28,0.6916666666666668,1.457142857142857,0.6862745098039216,48.0,63.633333333333354,0.7708683473389355,Team A ganó,Team A ganó,Correcta,0.9992478696086593
Velox vs Motion Team,Motion Team,Velox,2021,1,1,0.9958431728978565,1,240.0,183.0,227.6,185.6,1.182,0.8220000000000001,1.3114754098360655,0.7625,57.0,42.0,0.5489754098360655,Team A ganó,Team A ganó,Correcta,0.991686345795713
Nebula vs Funky Monkeys,Funky Monkeys,Nebula,2021,0,0,0.013860990436784251,1,137.0,164.0,195.2,215.0,0.866,1.1,0.8353658536585366,1.197080291970803,-27.0,-19.80000000000001,-0.36171443831226646,Team B ganó,Team B ganó,Correcta,0.9722780191264315
Skull Cracker vs Buscando Org,Buscando Org,Skull Cracker,2021,1,1,0.9935225601541993,1,155.0,113.0,232.8,175.0,,,1.3596491228070176,0.7290322580645161,42.0,57.80000000000001,0.6306168647425014,Team A ganó,Team A ganó,Correcta,0.9870451203083985
Team Vitality vs TENSTAR,TENSTAR,Team Vitality,2021,0,0,0.03253662049800716,1,187.0,215.0,190.0,213.2,0.836,1.1380000000000001,0.8697674418604651,1.1497326203208555,-28.0,-23.19999999999999,-0.2799651784603905,Team B ganó,Team B ganó,Correcta,0.9349267590039857
FNATIC vs NRG Esports,FNATIC,NRG Esports,2023,1,1,0.9999659928878667,1,156.0,99.0,222.6,148.2,1.316,0.67,1.5757575757575757,0.6346153846153846,57.0,74.4,0.9411421911421911,Team A ganó,Team A ganó,Correcta,0.9999319857757334
Tactical Five vs PUNCH,PUNCH,Tactical Five,2022,0,0,0.0008242797175240792,1,132.0,183.0,180.6,242.4,0.748,1.214,0.7213114754098361,1.3863636363636365,-51.0,-61.80000000000001,-0.6650521609538004,Team B ganó,Team B ganó,Correcta,0.9983514405649518
On Vient CS vs Rix.GG Lightning,On Vient CS,Rix.GG Lightning,2021,0,0,0.0022506923110042604,1,131.0,168.0,176.2,222.6,0.798,1.188,0.7797619047619048,1.282442748091603,-37.0,-46.400000000000006,-0.5026808433296982,Team B ganó,Team B ganó,Correcta,0.9954986153779914
SchwarzerLand vs STYLE,STYLE,SchwarzerLand,2022,1,0,0.2946746683432182,0,185.0,193.0,199.6,210.0,0.942,1.06,0.9585492227979274,1.0432432432432432,-8.0,-10.400000000000006,-0.08469402044531582,Team A ganó,Team B ganó,Incorrecta,0.4106506633135636
FUT Esports vs Giants Gaming,FUT Esports,Giants Gaming,2023,0,0,0.006118099572817186,1,135.0,168.0,186.2,228.2,0.8140000000000001,1.1960000000000002,0.8035714285714286,1.2444444444444445,-33.0,-42.0,-0.44087301587301586,Team B ganó,Team B ganó,Correcta,0.9877638008543657
EZ KATKA vs ArchiGoKill,ArchiGoKill,EZ KATKA,2021,1,1,0.9874708805953729,1,150.0,121.0,215.0,179.4,1.1380000000000001,0.8019999999999999,1.2396694214876034,0.8066666666666666,29.0,35.599999999999994,0.43300275482093675,Team A ganó,Team A ganó,Correcta,0.9749417611907458
Team Godzilla vs Botafogo eSports,Botafogo eSports,Team Godzilla,2021,0,0,0.011192546475251567,1,145.0,178.0,186.2,225.6,0.808,1.144,0.8146067415730337,1.2275862068965517,-33.0,-39.400000000000006,-0.41297946532351804,Team B ganó,Team B ganó,Correcta,0.9776149070494968
feelmyhack vs Generation Wonders,Generation Wonders,feelmyhack,2022,0,0,1.7549303223524774e-07,1,79.0,143.0,154.6,230.4,0.6900000000000001,1.308,0.5524475524475524,1.8101265822784811,-64.0,-75.80000000000001,-1.2576790298309288,Team B ganó,Team B ganó,Correcta,0.9999996490139356
Sbread Gaming vs Astral,Astral,Sbread Gaming,2021,0,0,3.878895423845433e-06,1,63.0,99.0,116.0,157.2,0.7275,1.1400000000000001,0.6363636363636364,1.5714285714285714,-36.0,-41.19999999999999,-0.935064935064935,Team B ganó,Team B ganó,Correcta,0.9999922422091523
Fenerbahçe Esports vs CANAVARLAR,CANAVARLAR,Fenerbahçe Esports,2021,0,0,0.1375494171125409,1,219.0,244.0,200.8,221.8,,,0.8975409836065574,1.1141552511415524,-25.0,-21.0,-0.21661426753499502,Team B ganó,Team B ganó,Correcta,0.7249011657749183
Radiance vs Bababooey,Bababooey,Radiance,2022,0,0,3.1119797707089046e-07,1,82.0,143.0,152.0,244.16666666666666,0.61,1.3983333333333334,0.5734265734265734,1.7439024390243902,-61.0,-92.16666666666666,-1.1704758655978167,Team B ganó,Team B ganó,Correcta,0.9999993776040459
Team Vitality vs LDN UTD,LDN UTD,Team Vitality,2022,0,0,0.2944748351296198,1,161.0,167.0,197.2,206.6,0.976,1.008,0.9640718562874252,1.0372670807453417,-6.0,-9.400000000000006,-0.07319522445791649,Team B ganó,Team B ganó,Correcta,0.4110503297407604
FaZe Clan vs Flow State,FaZe Clan,Flow State,2021,1,1,0.993214827523891,1,168.0,127.0,232.4,184.8,,,1.3125,0.7559523809523809,41.0,47.599999999999994,0.5565476190476191,Team A ganó,Team A ganó,Correcta,0.986429655047782
Trinity Five vs Sneaker Daily Meloner,Sneaker Daily Meloner,Trinity Five,2021,0,0,0.003709765831910783,1,163.0,210.0,180.0,226.2,0.762,1.176,0.7761904761904762,1.2883435582822085,-47.0,-46.19999999999999,-0.5121530820917323,Team B ganó,Team B ganó,Correcta,0.9925804683361784
Békéscsabai E-sport Egyesület vs 15 Kings,15 Kings,Békéscsabai E-sport Egyesület,2021,1,1,0.9999948574806271,1,143.0,74.0,245.4,148.6,,,1.9324324324324325,0.5174825174825175,69.0,96.80000000000001,1.414949914949915,Team A ganó,Team A ganó,Correcta,0.9999897149612542
OpTic Gaming vs The Guard,OpTic Gaming,The Guard,2022,1,1,0.5587807388998214,1,500.0,483.0,204.9,188.8,1.052,0.922,1.0351966873706004,0.966,17.0,16.099999999999994,0.06919668737060047,Team A ganó,Team A ganó,Correcta,0.11756147779964277
Dewa United Esports vs ex-PWYH,Dewa United Esports,ex-PWYH,2021,1,1,0.9948003960312846,1,172.0,122.0,234.0,173.6,,,1.4098360655737705,0.7093023255813954,50.0,60.400000000000006,0.7005337399923751,Team A ganó,Team A ganó,Correcta,0.9896007920625691
KASTIRALIS vs Digital Athletics,Digital Athletics,KASTIRALIS,2021,1,1,0.9997652785808285,1,138.0,93.0,224.2,164.6,1.25,0.7,1.4838709677419355,0.6739130434782609,45.0,59.599999999999994,0.8099579242636746,Team A ganó,Team A ganó,Correcta,0.9995305571616571
SoaR vs Bait Academy,Bait Academy,SoaR,2022,1,0,0.07147539107825063,0,170.0,193.0,203.8,219.6,0.9640000000000001,1.034,0.8808290155440415,1.1352941176470588,-23.0,-15.799999999999983,-0.2544651021030173,Team A ganó,Team B ganó,Incorrecta,0.8570492178434987
DRX vs NRG,DRX,Mega Minors,2025,0,1,0.7560211229004616,0,230.0,216.0,196.2,193.0,1.074,1.068,1.0648148148148149,0.9391304347826087,14.0,3.1999999999999886,0.12568438003220617,Team B ganó,Team A ganó,Incorrecta,0.5120422458009233
Sharper Esport vs No Brimstone,No Brimstone,Sharper Esport,2022,0,0,2.5557525705469304e-08,1,74.0,138.0,145.4,233.6,0.536,1.448,0.5362318840579711,1.864864864864865,-64.0,-88.19999999999999,-1.3286329808068937,Team B ganó,Team B ganó,Correcta,0.9999999488849486
Limitless vs OnlyFrags,Limitless,OnlyFrags,2022,1,1,0.9999999519326478,1,135.0,64.0,254.0,140.2,1.506,0.45599999999999996,2.109375,0.4740740740740741,71.0,113.80000000000001,1.635300925925926,Team A ganó,Team A ganó,Correcta,0.9999999038652956
WAY Esports vs VVV,VVV,WAY Esports,2021,1,1,0.9305807327328571,1,171.0,152.0,218.0,201.6,1.08,0.8939999999999999,1.125,0.8888888888888888,19.0,16.400000000000006,0.23611111111111116,Team A ganó,Team A ganó,Correcta,0.8611614654657143
team xanax vs Follow My Drone,Follow My Drone,team xanax,2021,0,0,0.029653006715693205,1,139.0,165.0,189.2,226.0,0.89,1.1,0.8424242424242424,1.1870503597122302,-26.0,-36.80000000000001,-0.34462611728798775,Team B ganó,Team B ganó,Correcta,0.9406939865686136
GiefKalash vs Ovation eSports,GiefKalash,Ovation eSports,2022,1,1,0.7572738185304159,1,173.0,163.0,210.0,197.4,1.038,0.954,1.0613496932515338,0.9421965317919075,10.0,12.599999999999994,0.11915316145962629,Team A ganó,Team A ganó,Correcta,0.5145476370608317
Morph Impact vs NXLG Academy,Morph Impact,NXLG Academy,2021,1,1,0.999918667366155,1,147.0,98.0,228.83333333333334,160.8,1.3633333333333333,0.6679999999999999,1.5,0.6666666666666666,49.0,68.03333333333333,0.8333333333333334,Team A ganó,Team A ganó,Correcta,0.99983733473231
Free Zone vs yellow,Free Zone,yellow,2021,1,1,0.99329274278135,1,176.0,136.0,232.8,193.6,1.1179999999999999,0.8400000000000001,1.2941176470588236,0.7727272727272727,40.0,39.20000000000002,0.5213903743315509,Team A ganó,Team A ganó,Correcta,0.9865854855627001
Penguin Sledding vs Silence Esports,Penguin Sledding,Silence Esports,2021,1,1,0.9994221126756688,1,152.0,106.0,233.6,165.6,1.244,0.732,1.4205607476635513,0.6973684210526315,46.0,68.0,0.7231923266109198,Team A ganó,Team A ganó,Correcta,0.9988442253513377
